tier,-16000.0,-15000.0,-14500.0,-14000.0,-13500.0,-13000.0,-12500.0,-12000.0,-11500.0,-11000.0,-10500.0,-10000.0,-9500.0,-9000.0,-8500.0,-8000.0,-7500.0,-7000.0,-6500.0,-6000.0,-5500.0,-5000.0,-4500.0,-4000.0,-3500.0,-3000.0,-2500.0,-2000.0,-1500.0,-1000.0,-500.0,0.0,500.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,8000.0,8500.0,9000.0,9500.0,10000.0,10500.0,11000.0,11500.0,12000.0,12500.0,13000.0,13500.0,14000.0,14500.0
IRON,0.0,,,0.0,0.0,0.0,0.0,0.025,0.0,0.0576923076923076,0.032258064516129,0.0533333333333333,0.0252100840336134,0.0601503759398496,0.032051282051282,0.050251256281407,0.048780487804878,0.054054054054054,0.0761245674740484,0.081081081081081,0.1168478260869565,0.1453634085213032,0.1380090497737556,0.1628959276018099,0.1938775510204081,0.2247191011235955,0.2785714285714286,0.3245400902464422,0.3966386554621848,0.4511400651465798,0.4946889226100152,0.5653409090909091,0.5692995529061102,0.642512077294686,0.6537216828478964,0.7281368821292775,0.7632575757575758,0.8008048289738431,0.8488888888888889,0.8632286995515696,0.8926829268292683,0.9118457300275482,0.9258160237388724,0.9131832797427653,0.950207468879668,0.9465020576131687,0.9483568075117372,0.9672131147540984,0.979591836734694,0.9929078014184396,0.9722222222222222,0.9782608695652174,1.0,0.9782608695652174,1.0,0.9545454545454546,1.0,1.0,1.0,1.0,
BRONZE,,0.0,0.0,0.0,0.0,0.0,0.0416666666666666,0.024390243902439,0.0384615384615384,0.0,0.0138888888888888,0.0306122448979591,0.0333333333333333,0.0425531914893617,0.0891719745222929,0.0396039603960396,0.0560344827586206,0.0746268656716417,0.0684410646387832,0.1130136986301369,0.0764525993883792,0.15,0.1666666666666666,0.1612200435729847,0.2288135593220339,0.2138836772983114,0.3122743682310469,0.3685950413223141,0.3580980683506686,0.4663536776212832,0.4925595238095238,0.5546099290780142,0.6037735849056604,0.623688155922039,0.6935483870967742,0.7207792207792207,0.7852998065764023,0.8137432188065099,0.8108108108108109,0.862144420131291,0.8878281622911695,0.8737373737373737,0.8803680981595092,0.8996655518394648,0.9186046511627908,0.9678899082568808,0.9660194174757282,0.9738562091503268,0.959349593495935,0.975609756097561,1.0,1.0,0.9466666666666668,1.0,0.98,0.95,1.0,1.0,1.0,,
SILVER,,,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0163934426229508,0.032258064516129,0.0105263157894736,0.0,0.0265486725663716,0.0314465408805031,0.0393258426966292,0.0751173708920187,0.0674603174603174,0.0641891891891891,0.1038961038961039,0.1216216216216216,0.1269430051813471,0.1526548672566371,0.1678004535147392,0.1996086105675146,0.2756653992395437,0.2775974025974026,0.3089171974522293,0.3546423135464231,0.4352574102964118,0.4862518089725036,0.5101763907734057,0.6287671232876713,0.6236559139784946,0.676126878130217,0.7087542087542088,0.7431506849315068,0.7682481751824818,0.8413361169102297,0.8466386554621849,0.85785536159601,0.8958333333333334,0.901840490797546,0.9111111111111112,0.921875,0.9530516431924884,0.971153846153846,0.9675324675324676,0.9788732394366196,0.9914529914529916,0.941747572815534,0.9777777777777776,0.9871794871794872,1.0,1.0,1.0,0.9615384615384616,1.0,1.0,1.0,
GOLD,,0.0,0.0,0.0625,0.0,0.0769230769230769,0.0,0.0,0.0232558139534883,0.0,0.0117647058823529,0.0208333333333333,0.0267857142857142,0.0425531914893617,0.0858895705521472,0.0467836257309941,0.054054054054054,0.0723404255319148,0.0622710622710622,0.0862619808306709,0.0997067448680351,0.1534090909090909,0.1532846715328467,0.2009132420091324,0.1938997821350762,0.2831683168316831,0.2954128440366972,0.3133333333333333,0.3726993865030675,0.4107692307692308,0.4454277286135693,0.5457025920873124,0.5766526019690577,0.6109375,0.6793388429752066,0.7080645161290322,0.7611111111111111,0.7996323529411765,0.8280922431865828,0.8542600896860987,0.875,0.8778409090909091,0.9223300970873788,0.9388489208633094,0.939516129032258,0.9527896995708156,0.9576719576719576,0.9743589743589745,0.9806451612903224,0.9818181818181818,0.9642857142857144,0.9883720930232558,0.9846153846153848,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PLATINUM,,0.0,0.0,0.0,0.0555555555555555,0.0555555555555555,0.0,0.0256410256410256,0.0,0.0136986301369863,0.0410958904109589,0.0476190476190476,0.0305343511450381,0.0275229357798165,0.0559440559440559,0.0497237569060773,0.0459183673469387,0.0836820083682008,0.0921985815602836,0.1258741258741259,0.103125,0.1226666666666666,0.128735632183908,0.2239130434782608,0.1954022988505747,0.2099009900990099,0.2693726937269373,0.3121869782971619,0.3510971786833856,0.4045307443365696,0.488681757656458,0.5411931818181818,0.5321637426900585,0.6126760563380281,0.7122040072859745,0.7367458866544789,0.7586206896551724,0.7669172932330827,0.8497757847533632,0.8611825192802056,0.9058171745152356,0.8938053097345132,0.899135446685879,0.9298892988929888,0.9494163424124512,0.9737991266375546,0.9754601226993864,0.953020134228188,0.9454545454545454,0.9827586206896552,1.0,1.0,1.0,1.0,0.9767441860465116,1.0,1.0,1.0,1.0,1.0,
EMERALD,,,0.0,0.0625,0.0,0.0384615384615384,0.0526315789473684,0.0,0.0169491525423728,0.0344827586206896,0.0142857142857142,0.010204081632653,0.0106382978723404,0.0328947368421052,0.0489510489510489,0.0279329608938547,0.0434782608695652,0.0441176470588235,0.0674157303370786,0.093984962406015,0.0783699059561128,0.0945945945945946,0.1390243902439024,0.1853546910755149,0.1987577639751552,0.2063492063492063,0.2591240875912409,0.3168654173764906,0.3316498316498316,0.4341463414634146,0.4866141732283464,0.5030487804878049,0.5454545454545454,0.5972696245733788,0.659468438538206,0.6992753623188406,0.7494824016563147,0.7876712328767124,0.7952941176470588,0.8530805687203792,0.8629737609329446,0.8885542168674698,0.896797153024911,0.9253731343283582,0.9369369369369368,0.9680851063829788,0.9717514124293786,0.9659090909090908,0.935483870967742,0.9663865546218487,1.0,0.9857142857142858,1.0,0.9772727272727272,0.972972972972973,1.0,0.9565217391304348,1.0,,1.0,
DIAMOND,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0232558139534883,0.0,0.0,0.032258064516129,0.0471698113207547,0.0263157894736842,0.0555555555555555,0.0352941176470588,0.0659340659340659,0.0686695278969957,0.0944206008583691,0.1083333333333333,0.0766550522648083,0.1173020527859237,0.154727793696275,0.1628440366972477,0.1795511221945137,0.2325056433408578,0.2597938144329897,0.3186813186813186,0.352059925093633,0.3942652329749104,0.4663536776212832,0.4991624790619765,0.5567190226876091,0.5836298932384342,0.6686274509803921,0.7047619047619048,0.772256728778468,0.8089171974522293,0.7963386727688787,0.8383084577114428,0.8885542168674698,0.9056603773584906,0.901060070671378,0.9333333333333332,0.9724770642201837,0.9545454545454546,0.967741935483871,0.9931972789115646,0.9785714285714284,1.0,0.99009900990099,0.9838709677419356,1.0,0.9555555555555556,0.9705882352941176,0.9642857142857144,1.0,1.0,,,
MASTER,,,0.0,0.0,0.0,0.0,0.03125,0.0,0.0294117647058823,0.0,0.0204081632653061,0.0158730158730158,0.0104166666666666,0.0198019801980198,0.0608695652173913,0.0514705882352941,0.0941176470588235,0.0949367088607595,0.086734693877551,0.0672268907563025,0.1024590163934426,0.1637630662020905,0.1748466257668711,0.1607142857142857,0.1727272727272727,0.2369077306733167,0.2725173210161662,0.3119658119658119,0.3961864406779661,0.3905579399141631,0.4444444444444444,0.5172413793103449,0.5584158415841585,0.5910064239828694,0.6761710794297352,0.6919917864476386,0.7611940298507462,0.8024096385542169,0.8405405405405405,0.8349514563106796,0.8428571428571429,0.942084942084942,0.914396887159533,0.9029535864978904,0.9351851851851852,0.954248366013072,0.9763313609467456,0.9663865546218487,0.984251968503937,0.9818181818181818,0.9753086419753086,0.9733333333333334,1.0,1.0,1.0,0.96,1.0,1.0,1.0,,
GRANDMASTER,,,,,0.0,,0.0526315789473684,0.0,0.0,0.0,0.0384615384615384,0.0,0.0,0.0,0.0163934426229508,0.0329670329670329,0.0352941176470588,0.0510204081632653,0.0833333333333333,0.1136363636363636,0.0784313725490196,0.1132075471698113,0.1725888324873096,0.1560975609756097,0.1818181818181818,0.2534562211981567,0.2239382239382239,0.2857142857142857,0.4059040590405904,0.4588607594936709,0.4766666666666667,0.5,0.6089965397923875,0.6451612903225806,0.6413043478260869,0.7147887323943662,0.7649253731343284,0.7670682730923695,0.8189300411522634,0.8441558441558441,0.8737864077669902,0.9216867469879518,0.8896551724137931,0.9171974522292994,0.9315068493150684,0.9292929292929292,0.9176470588235294,0.9438202247191012,0.9305555555555556,0.927536231884058,0.98,1.0,0.967741935483871,1.0,0.96875,1.0,1.0,,1.0,,
CHALLENGER,,,,,,,,0.0,0.0416666666666666,0.0,0.0,0.0,0.0,0.0208333333333333,0.0208333333333333,0.0481927710843373,0.0454545454545454,0.0618556701030927,0.0919540229885057,0.125,0.0928571428571428,0.1257861635220125,0.1206896551724138,0.1361256544502617,0.2040816326530612,0.2397959183673469,0.2262443438914027,0.3375,0.396078431372549,0.4460431654676259,0.4275862068965517,0.5105633802816901,0.5484949832775919,0.6229508196721312,0.6413043478260869,0.7272727272727273,0.7258687258687259,0.8211382113821138,0.8755555555555555,0.798941798941799,0.8557213930348259,0.8502994011976048,0.9140625,0.9318181818181818,0.9291338582677166,0.9130434782608696,0.9285714285714286,0.9333333333333332,0.9365079365079364,0.9473684210526316,0.9838709677419356,1.0,1.0,0.9523809523809524,0.9583333333333334,,1.0,,,,
