tier,-3.0,-2.0,-1.0,-0.0,1.0,2.0,3.0
IRON,0.0958466453674121,0.1689795918367347,0.2687350835322196,0.5187364912372073,0.7293369663941871,0.8237490664675131,0.9157754010695188
BRONZE,0.0920840064620355,0.1728499156829679,0.2894221351616062,0.5226841905724757,0.7195442594215601,0.7959183673469388,0.9043715846994536
SILVER,0.1012269938650306,0.174055829228243,0.2762457668118045,0.5122582234815819,0.7098821396192203,0.7792792792792793,0.896774193548387
GOLD,0.0930232558139534,0.1712511091393078,0.2935826174835775,0.5140601874691663,0.7118072289156626,0.804140127388535,0.8919667590027701
PLATINUM,0.0978593272171253,0.1701208981001727,0.2966057441253263,0.4975344544190163,0.7230070635721494,0.8302828618968386,0.9205607476635514
EMERALD,0.0825242718446602,0.146694214876033,0.2546716497597437,0.4884199691199176,0.6888772298006296,0.8121645796064401,0.9234527687296415
DIAMOND,0.1047794117647058,0.1979274611398963,0.281973203410475,0.4921207264957264,0.695794647733479,0.8280193236714976,0.9177570093457944
MASTER,0.0895883777239709,0.1778975741239892,0.2503576537911302,0.5076173065204144,0.7115264797507788,0.8418604651162791,0.925531914893617
GRANDMASTER,0.0663507109004739,0.1394335511982571,0.2595907928388747,0.5179425837320574,0.7431289640591966,0.8128440366972477,0.8736842105263158
CHALLENGER,0.0837988826815642,0.1493670886075949,0.2727272727272727,0.5182707153885744,0.7558962264150944,0.8172268907563025,0.8502024291497976
